Date,Site,Plot,Quadrat,In/out quadrats,In/out transects,Species,Number of flowers,Notes
05/14/21,401 Trail,3,D,in,in,none,,
05/14/21,401 Trail,3,C,in,in,Claytonia lanceolata,2,
05/14/21,401 Trail,3,B,in,in,none,,
05/14/21,401 Trail,3,A,in,in,none,,
05/14/21,401 Trail,2,NA,out,in,Claytonia lanceolata,,
05/14/21,401 Trail,NA,NA,out,out,Mertensia fusiformis,,
05/15/21,Waterfall,2,D,in,in,Mertensia fusiformis,5,
05/15/21,Waterfall,2,C,in,in,none,,
05/15/21,Waterfall,2,B,in,in,none,,
05/15/21,Waterfall,2,A,in,in,none,,
05/15/21,Waterfall,NA,NA,out,out,Claytonia lanceolata,,
05/18/21,401 Trail,2,D,in,in,none,,
05/18/21,401 Trail,2,C,in,in,Ranunculus inamoenus ,1,
05/18/21,401 Trail,2,B,in,in,none,,
05/18/21,401 Trail,2,A,in,in,none,,
05/18/21,401 Trail,2,NA,out,in,Mertensia fusiformis,,
05/18/21,401 Trail,3,NA,out,in,Mertensia fusiformis,,
05/18/21,401 Trail,4,D,in,in,none,,
05/18/21,401 Trail,4,C,in,in,none,,
05/18/21,401 Trail,4,B,in,in,none,,
05/18/21,401 Trail,4,A,in,in,Mertensia fusiformis,4,
05/18/21,401 Trail,6,A,in,in,none,,
05/18/21,401 Trail,NA,NA,out,out,Claytonia lanceolata,,
05/19/21,Waterfall,1,D,in,in,none,,
05/19/21,Waterfall,1,C,in,in,none,,
05/19/21,Waterfall,1,B,in,in,none,,
05/19/21,Waterfall,1,A,in,in,Mertensia fusiformis,8,
05/19/21,Waterfall,4,D,in,in,none,,
05/19/21,Waterfall,4,C,in,in,none,,
05/19/21,Waterfall,4,B,in,in,none,,
05/19/21,Waterfall,4,A,in,in,Mertensia fusiformis,14,
05/19/21,Waterfall,5,NA,out,in,Mertensia fusiformis,,
05/20/21,401 Trail,4,D,in,in,Claytonia lanceolata,8,
05/20/21,401 Trail,4,C,in,in,Claytonia lanceolata,14,
05/20/21,401 Trail,4,B,in,in,Claytonia lanceolata,6,
05/20/21,401 Trail,4,A,in,in,Mertensia fusiformis,2,
05/20/21,401 Trail,5,NA,out,in,Mertensia fusiformis,,
05/25/21,401 Trail,6,D,in,in,none,,
05/25/21,401 Trail,6,C,in,in,none,,
05/25/21,401 Trail,6,B,in,in,Mertensia fusiformis,15,
05/25/21,401 Trail,6,B,in,in,none,,good nest habitat
05/25/21,401 Trail,6,A,in,in,none,,
05/25/21,401 Trail,5,D,in,in,Ranunculus inamoenus ,1,
05/25/21,401 Trail,5,D,in,in,Noccea fendleri,100,
05/25/21,401 Trail,5,C,in,in,Noccea fendleri,50,
05/25/21,401 Trail,5,B,in,in,Noccea fendleri,10,
05/25/21,401 Trail,5,A,in,in,none,,
05/25/21,401 Trail,2,B,in,in,Mertensia fusiformis,5,
05/25/21,401 Trail,2,A,in,in,Mertensia fusiformis,2,
05/25/21,401 Trail,2,C,in,in,none,,
05/25/21,401 Trail,2,D,in,in,none,,
05/25/21,401 Trail,1,D,in,in,none,,
05/25/21,401 Trail,1,C,in,in,none,,
05/25/21,401 Trail,1,B,in,in,none,,
05/25/21,401 Trail,1,A,in,in,none,,
05/25/21,401 Trail,1,NA,out,in,Pseudocymopterus montanus,,
05/25/21,401 Trail,1,NA,out,in,Taraxacum officinale,,
05/25/21,401 Trail,4,D,in,in,none,,
05/25/21,401 Trail,4,C,in,in,none,,
05/25/21,401 Trail,4,B,in,in,none,,
05/25/21,401 Trail,4,A,in,in,none,,
05/25/21,401 Trail,4,NA,out,in,Mertensia fusiformis,,
05/25/21,401 Trail,3,D,in,in,none,,
05/25/21,401 Trail,3,C,in,in,Mertensia fusiformis,3,
05/25/21,401 Trail,3,B,in,in,Claytonia lanceolata,6,
05/25/21,401 Trail,3,A,in,in,Claytonia lanceolata,4,
05/25/21,401 Trail,3,NA,out,in,Ranunculus inamoenus ,,
05/25/21,401 Trail,NA,NA,out,out,Fragaria virginiana,,
05/26/21,Waterfall,3,D,in,in,none,,
05/26/21,Waterfall,3,C,in,in,none,,
05/26/21,Waterfall,3,B,in,in,Mertensia fusiformis,6,
05/26/21,Waterfall,3,A,in,in,none,,
05/26/21,Waterfall,5,A,in,in,none,,
05/26/21,Waterfall,5,B,in,in,none,,
05/26/21,Waterfall,5,C,in,in,none,,
05/26/21,Waterfall,5,D,in,in,none,,
05/26/21,Waterfall,4,D,in,in,none,,
05/26/21,Waterfall,4,C,in,in,Mertensia fusiformis,7,
05/26/21,Waterfall,4,B,in,in,none,,
05/26/21,Waterfall,4,A,in,in,Mertensia fusiformis,24,
05/26/21,Waterfall,4,NA,out,in,Taraxacum officinale,,
05/26/21,Waterfall,6,D,in,in,Mertensia fusiformis,7,
05/26/21,Waterfall,6,C,in,in,none,,
05/26/21,Waterfall,6,B,in,in,none,,
05/26/21,Waterfall,6,A,in,in,none,,
05/26/21,Waterfall,2,D,in,in,none,,
05/26/21,Waterfall,2,C,in,in,none,,
05/26/21,Waterfall,2,B,in,in,none,,
05/26/21,Waterfall,2,A,in,in,none,,
05/26/21,Waterfall,2,NA,out,in,Mertensia fusiformis,,
05/26/21,Waterfall,1,A,in,in,Claytonia lanceolata,8,
05/26/21,Waterfall,1,B,in,in,none,,
05/26/21,Waterfall,1,C,in,in,Claytonia lanceolata,1,
05/26/21,Waterfall,1,D,in,in,Claytonia lanceolata,1,
05/26/21,Waterfall,NA,NA,out,out,Erythronium grandiflorum,,
05/27/21,401 Trail,5,D,in,in,none,,
05/27/21,401 Trail,5,C,in,in,Mertensia fusiformis,7,
05/27/21,401 Trail,5,B,in,in,Mertensia fusiformis,4,
05/27/21,401 Trail,5,A,in,in,Mertensia fusiformis,9,
05/27/21,401 Trail,5,NA,out,in,Taraxacum officinale,,
05/27/21,401 Trail,5,NA,out,in,Claytonia lanceolata,,
05/27/21,401 Trail,4,D,in,in,Claytonia lanceolata,4,
05/27/21,401 Trail,4,C,in,in,Claytonia lanceolata,2,
05/27/21,401 Trail,4,B,in,in,Claytonia lanceolata,4,
05/27/21,401 Trail,4,B,in,in,Mertensia fusiformis,9,
05/27/21,401 Trail,4,A,in,in,Mertensia fusiformis,10,
05/27/21,401 Trail,3,D,in,in,Mertensia fusiformis,13,
05/27/21,401 Trail,3,C,in,in,none,,
05/27/21,401 Trail,3,B,in,in,none,,
05/27/21,401 Trail,3,A,in,in,none,,
05/27/21,401 Trail,6,D,in,in,none,,
05/27/21,401 Trail,6,C,in,in,Mertensia fusiformis,8,
05/27/21,401 Trail,6,B,in,in,none,,
05/27/21,401 Trail,6,A,in,in,Mertensia fusiformis,2,
05/27/21,401 Trail,6,A,in,in,none,,good nest habitat
05/27/21,401 Trail,1,A,in,in,none,,
05/27/21,401 Trail,1,B,in,in,Ranunculus inamoenus ,1,
05/27/21,401 Trail,1,B,in,in,Mertensia fusiformis,7,
05/27/21,401 Trail,1,C,in,in,none,,
05/27/21,401 Trail,1,D,in,in,Mertensia fusiformis,2,
05/27/21,401 Trail,1,NA,out,in,Taraxacum officinale,,
05/27/21,401 Trail,2,D,in,in,Mertensia fusiformis,3,
05/27/21,401 Trail,2,D,in,in,Pseudocymopterus montanus,1,
05/27/21,401 Trail,2,C,in,in,Ranunculus inamoenus ,2,
05/27/21,401 Trail,2,C,in,in,Mertensia fusiformis,14,
05/27/21,401 Trail,2,B,in,in,Mertensia fusiformis,2,
05/27/21,401 Trail,2,B,in,in,Ranunculus inamoenus ,1,
05/27/21,401 Trail,2,A,in,in,none,,
05/27/21,401 Trail,2,NA,out,in,Taraxacum officinale,,
05/27/21,401 Trail,2,NA,out,in,Fragaria virginiana,,
05/27/21,401 Trail,NA,NA,out,out,Erythronium grandiflorum,,
05/27/21,401 Trail,NA,NA,out,out,Viola praemorsa,,
05/27/21,401 Trail,NA,NA,out,out,Noccea fendleri,,
05/28/21,Waterfall,5,D,in,in,none,,
05/28/21,Waterfall,5,C,in,in,none,,
05/28/21,Waterfall,5,B,in,in,none,,
05/28/21,Waterfall,5,A,in,in,none,,
05/28/21,Waterfall,5,NA,out,in,Mertensia fusiformis,,
05/28/21,Waterfall,6,D,in,in,Mertensia fusiformis,12,
05/28/21,Waterfall,6,C,in,in,Mertensia fusiformis,12,
05/28/21,Waterfall,6,C,out,in,Taraxacum officinale,1,
05/28/21,Waterfall,6,B,in,in,none,,
05/28/21,Waterfall,6,A,in,in,Mertensia fusiformis,5,
05/28/21,Waterfall,3,A,in,in,none,,
05/28/21,Waterfall,3,B,in,in,none,,
05/28/21,Waterfall,3,C,in,in,none,,
05/28/21,Waterfall,3,D,in,in,none,,
05/28/21,Waterfall,3,NA,out,in,Erythronium grandiflorum,,
05/28/21,Waterfall,2,D,in,in,none,,
05/28/21,Waterfall,2,C,in,in,none,,
05/28/21,Waterfall,2,B,in,in,none,,
05/28/21,Waterfall,2,A,in,in,Mertensia fusiformis,9,
05/28/21,Waterfall,1,D,in,in,none,,
05/28/21,Waterfall,1,C,in,in,none,,
05/28/21,Waterfall,1,B,in,in,none,,
05/28/21,Waterfall,1,A,in,in,none,,
05/28/21,Waterfall,1,NA,out,in,Marsh Marigold,,
05/28/21,Waterfall,4,D,in,in,none,,
05/28/21,Waterfall,4,C,in,in,Mertensia fusiformis,4,
05/28/21,Waterfall,4,B,in,in,none,,
05/28/21,Waterfall,4,A,in,in,none,,
05/28/21,Waterfall,NA,NA,out,out,Claytonia lanceolata,,
05/28/21,Waterfall,NA,NA,out,out,Pseudocymopterus montanus,,
05/29/21,401 Trail,6,D,in,in,Mertensia fusiformis,14,
05/29/21,401 Trail,6,C,in,in,none,,good nest habitat
05/29/21,401 Trail,6,B,in,in,none,,good nest habitat
05/29/21,401 Trail,6,A,in,in,none,,
05/29/21,401 Trail,4,A,in,in,none,,
05/29/21,401 Trail,4,B,in,in,none,,
05/29/21,401 Trail,4,C,in,in,none,,
05/29/21,401 Trail,4,D,in,in,Pseudocymopterus montanus,1,
05/29/21,401 Trail,3,D,in,in,Viola praemorsa,1,
05/29/21,401 Trail,3,D,in,in,Fragaria virginiana,2,
05/29/21,401 Trail,3,D,in,in,Pseudocymopterus montanus,1,
05/29/21,401 Trail,3,C,in,in,Ranunculus inamoenus ,2,
05/29/21,401 Trail,3,C,in,in,Viola praemorsa,1,
05/29/21,401 Trail,3,B,in,in,Taraxacum officinale,2,
05/29/21,401 Trail,3,A,in,in,Taraxacum officinale,8,
05/29/21,401 Trail,1,D,in,in,Mertensia fusiformis,7,
05/29/21,401 Trail,1,C,in,in,Mertensia fusiformis,13,
05/29/21,401 Trail,1,B,in,in,Taraxacum officinale,1,
05/29/21,401 Trail,1,B,in,in,Mertensia fusiformis,7,
05/29/21,401 Trail,1,A,in,in,none,,
05/29/21,401 Trail,2,D,in,in,Taraxacum officinale,1,
05/29/21,401 Trail,2,D,in,in,Mertensia fusiformis,8,
05/29/21,401 Trail,2,C,in,in,none,,
05/29/21,401 Trail,2,B,in,in,Mertensia fusiformis,10,
05/29/21,401 Trail,2,A,in,in,Claytonia lanceolata,2,
05/29/21,401 Trail,5,D,in,in,Mertensia fusiformis,10,
05/29/21,401 Trail,5,C,in,in,Ranunculus inamoenus ,1,
05/29/21,401 Trail,5,B,in,in,none,,
05/29/21,401 Trail,5,A,in,in,Mertensia fusiformis,30,
05/29/21,401 Trail,5,NA,out,in,Taraxacum officinale,,
05/29/21,401 Trail,NA,NA,out,out,Erythronium grandiflorum,,
06/01/21,401 Trail,4,NA,out,in,Mertensia fusiformis,,
06/01/21,401 Trail,5,D,in,in,Viola praemorsa,,
06/01/21,401 Trail,5,C,in,in,Viola praemorsa,,
06/01/21,401 Trail,5,C,in,in,Mertensia fusiformis,,
06/01/21,401 Trail,5,A,in,in,Mertensia fusiformis,,
06/01/21,401 Trail,5,NA,out,in,Taraxacum officinale,,
06/01/21,401 Trail,5,NA,out,in,Claytonia lanceolata,,
06/01/21,401 Trail,5,NA,out,in,Pseudocymopterus montanus,,
06/01/21,401 Trail,3,NA,out,in,Noccea fendleri,,
06/01/21,401 Trail,3,NA,out,in,Mertensia fusiformis,,
06/01/21,401 Trail,3,NA,out,in,Ranunculus inamoenus ,,
06/01/21,401 Trail,6,B,in,in,none,,good nest habitat
06/01/21,401 Trail,6,A,in,in,none,,good nest habitat
06/01/21,401 Trail,6,NA,out,in,Mertensia fusiformis,,
06/01/21,401 Trail,2,D,in,in,Viola praemorsa,7,
06/01/21,401 Trail,2,C,in,in,Viola praemorsa,4,
06/01/21,401 Trail,2,C,in,in,Taraxacum officinale,1,
06/01/21,401 Trail,2,B,in,in,Taraxacum officinale,6,
06/01/21,401 Trail,2,B,in,in,Viola praemorsa,2,
06/01/21,401 Trail,2,A,in,in,Taraxacum officinale,1,
06/01/21,401 Trail,2,A,in,in,Viola praemorsa,1,
06/01/21,401 Trail,2,NA,out,in,Mertensia fusiformis,,
06/01/21,401 Trail,1,D,in,in,Mertensia fusiformis,15,
06/01/21,401 Trail,1,C,in,in,Mertensia fusiformis,5,
06/01/21,401 Trail,1,B,in,in,Mertensia fusiformis,25,
06/02/21,Waterfall,6,C,in,in,Taraxacum officinale,3,
06/02/21,Waterfall,6,B,in,in,Delphinium nuttaliana,1,
06/02/21,Waterfall,6,B,in,in,Viola praemorsa,1,
06/02/21,Waterfall,6,A,in,in,none,,
06/02/21,Waterfall,6,NA,out,in,Mertensia fusiformis,,
06/02/21,Waterfall,5,D,in,in,Taraxacum officinale,1,
06/02/21,Waterfall,5,NA,out,in,Viola praemorsa,,
06/02/21,Waterfall,5,NA,out,in,Mertensia fusiformis,,
06/02/21,Waterfall,5,NA,out,in,Delphinium nuttaliana,,
06/02/21,Waterfall,5,NA,out,in,Noccea fendleri,,
06/02/21,Waterfall,1,B,in,in,Mertensia fusiformis,6,
06/02/21,Waterfall,1,A,in,in,Mertensia fusiformis,2,
06/02/21,Waterfall,2,D,in,in,Viola praemorsa,1,
06/02/21,Waterfall,2,C,in,in,Viola praemorsa,2,
06/02/21,Waterfall,2,A,in,in,Viola praemorsa,2,
06/02/21,Waterfall,2,NA,out,in,Taraxacum officinale,,
06/02/21,Waterfall,2,NA,out,in,Mertensia fusiformis,,
06/02/21,Waterfall,3,D,in,in,Mertensia fusiformis,6,
06/02/21,Waterfall,3,B,in,in,Mertensia fusiformis,3,
06/02/21,Waterfall,3,A,in,in,Mertensia fusiformis,7,
06/02/21,Waterfall,3,NA,out,in,Viola praemorsa,,
06/02/21,Waterfall,3,NA,out,in,Taraxacum officinale,,
06/02/21,Waterfall,4,C,in,in,none,,good andrena nest habitat
06/02/21,Waterfall,4,B,in,in,none,,good general nest habitat
06/02/21,Waterfall,4,A,in,in,Mertensia fusiformis,9,good general nest habitat
06/02/21,Waterfall,NA,NA,out,out,Pseudocymopterus montanus,,
06/02/21,Waterfall,NA,NA,out,out,Claytonia lanceolata,,
06/02/21,Waterfall,NA,NA,out,out,Erythronium grandiflorum,,
06/04/21,401 Trail,6,D,in,in,Taraxacum officinale,3,
06/04/21,401 Trail,6,D,in,in,Pseudocymopterus montanus,2,
06/04/21,401 Trail,6,C,in,in,none,,good nest habitat
06/04/21,401 Trail,6,B,in,in,none,,good nest habitat
06/04/21,401 Trail,5,D,in,in,Mertensia fusiformis,4,
06/04/21,401 Trail,5,C,in,in,Taraxacum officinale,1,
06/04/21,401 Trail,5,C,in,in,Mertensia fusiformis,7,
06/04/21,401 Trail,5,B,in,in,Mertensia fusiformis,12,
06/04/21,401 Trail,5,B,in,in,Viola praemorsa,2,
06/04/21,401 Trail,5,A,in,in,Viola praemorsa,4,
06/04/21,401 Trail,1,D,in,in,Viola praemorsa,3,
06/04/21,401 Trail,1,C,in,in,Viola praemorsa,5,
06/04/21,401 Trail,1,C,in,in,Taraxacum officinale,2,
06/04/21,401 Trail,1,B,in,in,Viola praemorsa,2,
06/04/21,401 Trail,1,B,in,in,Fragaria virginiana,2,
06/04/21,401 Trail,1,A,in,in,Taraxacum officinale,1,
06/04/21,401 Trail,1,A,in,in,Mertensia fusiformis,7,
06/04/21,401 Trail,2,A,in,in,Taraxacum officinale,3,
06/04/21,401 Trail,2,NA,in,out,Viola praemorsa,,
06/04/21,401 Trail,2,NA,in,out,Pseudocymopterus montanus,,
06/04/21,401 Trail,2,NA,in,out,Mertensia fusiformis,,
06/04/21,401 Trail,2,NA,in,out,Ranunculus inamoenus ,,
06/04/21,401 Trail,3,A,in,in,Fragaria virginiana,2,
06/04/21,401 Trail,3,B,in,in,Fragaria virginiana,3,
06/04/21,401 Trail,3,B,in,in,Viola praemorsa,,
06/04/21,401 Trail,3,C,in,in,Viola praemorsa,5,
06/04/21,401 Trail,3,D,in,in,Claytonia lanceolata,2,
06/04/21,401 Trail,3,NA,in,out,Mertensia fusiformis,,
06/04/21,401 Trail,3,NA,in,out,Taraxacum officinale,,
06/04/21,401 Trail,4,D,in,in,Taraxacum officinale,3,
06/04/21,401 Trail,4,C,in,in,Mertensia fusiformis,12,
06/04/21,401 Trail,4,B,in,in,Taraxacum officinale,6,
06/04/21,401 Trail,4,NA,in,out,Viola praemorsa,,
06/04/21,401 Trail,4,NA,in,out,Fragaria virginiana,,
06/05/21,Waterfall,2,D,in,in,Delphinium nuttaliana,1,
06/05/21,Waterfall,2,C,in,in,Mertensia fusiformis,15,
06/05/21,Waterfall,2,C,in,in,Viola praemorsa,1,
06/05/21,Waterfall,2,B,in,in,Delphinium nuttaliana,1,
06/05/21,Waterfall,2,A,in,in,Delphinium nuttaliana,5,
06/05/21,Waterfall,2,A,in,in,Taraxacum officinale,3,
06/05/21,Waterfall,4,A,in,in,Delphinium nuttaliana,2,
06/05/21,Waterfall,4,B,in,in,Taraxacum officinale,7,
06/05/21,Waterfall,4,B,in,in,Delphinium nuttaliana,5,
06/05/21,Waterfall,4,C,in,in,Viola praemorsa,2,
06/05/21,Waterfall,4,D,in,in,Mertensia fusiformis,6,
06/05/21,Waterfall,6,B,in,in,Taraxacum officinale,4,
06/05/21,Waterfall,6,B,in,in,Delphinium nuttaliana,2,
06/05/21,Waterfall,6,A,in,in,Delphinium nuttaliana,7,
06/05/21,Waterfall,6,A,in,in,Mertensia fusiformis,2,
06/05/21,Waterfall,1,D,in,in,Viola praemorsa,16,
06/05/21,Waterfall,1,C,in,in,Viola praemorsa,6,
06/05/21,Waterfall,1,B,in,in,Pseudocymopterus montanus,,
06/05/21,Waterfall,1,NA,in,out,Mertensia fusiformis,,
06/05/21,Waterfall,5,NA,in,out,Taraxacum officinale,,
06/05/21,Waterfall,5,NA,in,out,Pseudocymopterus montanus,,
06/05/21,Waterfall,5,NA,in,out,Viola praemorsa,,
06/05/21,Waterfall,3,D,in,in,Marsh Marigold,6,
06/05/21,Waterfall,3,C,in,in,Marsh Marigold,6,
06/05/21,Waterfall,3,B,in,in,Marsh Marigold,1,
06/05/21,Waterfall,3,NA,in,out,Salix sp.,,
06/05/21,Waterfall,NA,NA,out,out,Noccea fendleri,,
06/05/21,Waterfall,NA,NA,out,out,Claytonia lanceolata,,
06/05/21,Waterfall,NA,NA,out,out,Valeriana sp. ,,
06/06/21,401 Trail,1,D,in,in,Viola praemorsa,2,
06/06/21,401 Trail,1,C,in,in,Viola praemorsa,2,
06/06/21,401 Trail,1,B,in,in,Viola praemorsa,8,
06/06/21,401 Trail,1,B,in,in,Fragaria virginiana,3,
06/06/21,401 Trail,1,A,in,in,Viola praemorsa,4,
06/06/21,401 Trail,1,NA,in,out,Taraxacum officinale,,
06/06/21,401 Trail,6,D,in,in,Mertensia fusiformis,12,
06/06/21,401 Trail,6,D,in,in,Delphinium nuttaliana,1,
06/06/21,401 Trail,6,C,in,in,none,,prime nest habitat
06/06/21,401 Trail,6,B,in,in,Taraxacum officinale,4,good nest habitat
06/06/21,401 Trail,5,D,in,in,none,,good nest habitat
06/06/21,401 Trail,5,C,in,in,Pseudocymopterus montanus,1,good nest habitat
06/06/21,401 Trail,5,B,in,in,none,,good nest habitat
06/06/21,401 Trail,5,A,in,in,Taraxacum officinale,3,
06/06/21,401 Trail,5,A,in,in,Pseudocymopterus montanus,3,
06/06/21,401 Trail,5,A,in,in,Fragaria virginiana,1,
06/06/21,401 Trail,5,NA,in,out,Viola praemorsa,,
06/06/21,401 Trail,5,NA,in,out,Ranunculus inamoenus ,,
06/06/21,401 Trail,3,D,in,in,Taraxacum officinale,1,
06/06/21,401 Trail,3,D,in,in,Viola praemorsa,11,
06/06/21,401 Trail,3,C,in,in,Viola praemorsa,3,
06/06/21,401 Trail,3,C,in,in,Fragaria virginiana,3,
06/06/21,401 Trail,3,B,in,in,Viola praemorsa,1,
06/06/21,401 Trail,3,B,in,in,Fragaria virginiana,1,
06/06/21,401 Trail,3,A,in,in,Viola praemorsa,3,
06/06/21,401 Trail,3,NA,in,out,Mertensia fusiformis,,
06/06/21,401 Trail,4,D,in,in,Pseudocymopterus montanus,1,
06/06/21,401 Trail,4,C,in,in,Taraxacum officinale,1,
06/06/21,401 Trail,4,C,in,in,Pseudocymopterus montanus,1,
06/06/21,401 Trail,4,C,in,in,Viola praemorsa,1,
06/06/21,401 Trail,4,B,in,in,Taraxacum officinale,1,
06/06/21,401 Trail,4,B,in,in,Pseudocymopterus montanus,2,
06/06/21,401 Trail,4,B,in,in,Viola praemorsa,1,
06/06/21,401 Trail,4,A,in,in,Viola praemorsa,3,
06/06/21,401 Trail,4,NA,in,out,Fragaria virginiana,,
06/06/21,401 Trail,4,NA,in,out,Mertensia fusiformis,,
06/06/21,401 Trail,2,D,in,in,Taraxacum officinale,10,
06/06/21,401 Trail,2,D,in,in,Fragaria virginiana,1,
06/06/21,401 Trail,2,C,in,in,Ranunculus inamoenus ,1,
06/06/21,401 Trail,2,C,in,in,Mertensia fusiformis,10,
06/06/21,401 Trail,2,NA,in,out,Noccea fendleri,,
06/06/21,401 Trail,NA,NA,out,out,Valeriana sp. ,,
06/06/21,401 Trail,NA,NA,out,out,Claytonia lanceolata,,
06/06/21,401 Trail,NA,NA,out,out,Viola praemorsa,,
06/07/21,Waterfall,2,NA,out,in,Marsh Marigold,,
06/07/21,Waterfall,5,C,in,in,Mertensia fusiformis,10,
06/07/21,Waterfall,5,A,in,in,Ranunculus inamoenus ,1,
06/07/21,Waterfall,5,NA,out,in,Pseudocymopterus montanus,,
06/07/21,Waterfall,1,D,in,in,Delphinium nuttaliana,7,
06/07/21,Waterfall,1,C,in,in,Delphinium nuttaliana,13,
06/07/21,Waterfall,1,B,in,in,Delphinium nuttaliana,4,
06/07/21,Waterfall,1,A,in,in,Taraxacum officinale,2,
06/07/21,Waterfall,1,NA,out,in,Mertensia fusiformis,,
06/07/21,Waterfall,1,NA,out,in,Pseudocymopterus montanus,,
06/07/21,Waterfall,6,D,in,in,Taraxacum officinale,1,
06/07/21,Waterfall,6,B,in,in,Taraxacum officinale,2,
06/07/21,Waterfall,6,B,in,in,Pseudocymopterus montanus,2,
06/07/21,Waterfall,6,A,in,in,Pseudocymopterus montanus,3,
06/07/21,Waterfall,6,A,in,in,Delphinium nuttaliana,1,
06/07/21,Waterfall,3,D,in,in,none,,good nest habitat
06/07/21,Waterfall,3,B,in,in,Delphinium nuttaliana,1,
06/07/21,Waterfall,3,A,in,in,Taraxacum officinale,3,
06/07/21,Waterfall,4,C,in,in,Mertensia fusiformis,1,
06/07/21,Waterfall,4,B,in,in,Viola praemorsa,3,
06/07/21,Waterfall,4,NA,out,in,Taraxacum officinale,,
06/07/21,Waterfall,4,NA,out,in,Delphinium nuttaliana,,
06/07/21,Waterfall,NA,NA,out,out,Noccea fendleri,,
06/07/21,Waterfall,NA,NA,out,out,Erythronium grandiflorum,,
06/07/21,Waterfall,NA,NA,out,out,Viola adunca,,
06/08/21,401 Trail,4,D,in,in,Viola praemorsa,8,
06/08/21,401 Trail,4,C,in,in,Viola praemorsa,3,
06/08/21,401 Trail,4,B,in,in,Viola praemorsa,5,
06/08/21,401 Trail,4,B,in,in,Mertensia fusiformis,12,
06/08/21,401 Trail,4,A,in,in,Taraxacum officinale,10,
06/08/21,401 Trail,5,C,in,in,Taraxacum officinale,3,
06/08/21,401 Trail,5,C,in,in,Delphinium nuttaliana,4,
06/08/21,401 Trail,5,A,in,in,Taraxacum officinale,5,
06/08/21,401 Trail,5,A,in,in,Fragaria virginiana,10,
06/08/21,401 Trail,6,D,in,in,Taraxacum officinale,15,
06/08/21,401 Trail,6,C,in,in,Delphinium nuttaliana,1,
06/08/21,401 Trail,6,A,in,in,Taraxacum officinale,11,
06/08/21,401 Trail,1,A,in,in,Delphinium nuttaliana,17,
06/08/21,401 Trail,1,A,in,in,Viola praemorsa,3,
06/08/21,401 Trail,1,B,in,in,Delphinium nuttaliana,19,
06/08/21,401 Trail,1,D,in,in,Pseudocymopterus montanus,1,
06/08/21,401 Trail,3,D,in,in,Taraxacum officinale,2,
06/08/21,401 Trail,3,D,in,in,Ranunculus inamoenus ,1,
06/08/21,401 Trail,3,C,in,in,Viola praemorsa,35,
06/08/21,401 Trail,3,C,in,in,Fragaria virginiana,3,
06/08/21,401 Trail,3,B,in,in,Viola praemorsa,10,
06/08/21,401 Trail,3,B,in,in,gra,2,
06/08/21,401 Trail,3,A,in,in,Viola praemorsa,10,
06/08/21,401 Trail,3,NA,out,in,Mertensia fusiformis,,
06/08/21,401 Trail,2,C,in,in,Taraxacum officinale,18,
06/08/21,401 Trail,2,C,in,in,Pseudocymopterus montanus,4,
06/08/21,401 Trail,2,B,in,in,Taraxacum officinale,25,
06/08/21,401 Trail,2,B,in,in,Mertensia fusiformis,10,
06/08/21,401 Trail,2,A,in,in,Delphinium nuttaliana,1,
06/09/21,Waterfall,1,D,in,in,Boechera stricta,2,
06/09/21,Waterfall,1,B,in,in,Fragaria virginiana,4,
06/09/21,Waterfall,1,B,in,in,Viola praemorsa,1,
06/09/21,Waterfall,1,B,in,in,Pseudocymopterus montanus,1,
06/09/21,Waterfall,1,A,in,in,Fragaria virginiana,9,
06/09/21,Waterfall,1,A,in,in,Ranunculus inamoenus ,1,
06/09/21,Waterfall,1,A,in,in,Pseudocymopterus montanus,1,
06/09/21,Waterfall,2,D,in,in,none,,good nest habitat
06/09/21,Waterfall,2,C,in,in,none,,good nest habitat
06/09/21,Waterfall,2,B,in,in,Taraxacum officinale,1,
06/09/21,Waterfall,2,B,in,in,Pseudocymopterus montanus,1,
06/09/21,Waterfall,2,A,in,in,Taraxacum officinale,,
06/09/21,Waterfall,2,NA,out,in,Fragaria virginiana,,
06/09/21,Waterfall,4,D,in,in,Taraxacum officinale,2,
06/09/21,Waterfall,4,C,in,in,Taraxacum officinale,1,
06/09/21,Waterfall,4,B,in,in,Pseudocymopterus montanus,1,
06/09/21,Waterfall,4,A,in,in,Taraxacum officinale,2,
06/09/21,Waterfall,4,A,in,in,Fragaria virginiana,7,
06/09/21,Waterfall,6,D,in,in,Delphinium nuttaliana,7,
06/09/21,Waterfall,6,C,in,in,Delphinium nuttaliana,1,
06/09/21,Waterfall,6,B,in,in,Taraxacum officinale,2,good nest habitat
06/09/21,Waterfall,6,A,in,in,none,,good nest habitat
06/09/21,Waterfall,6,NA,out,in,Mertensia fusiformis,,
06/09/21,Waterfall,6,NA,out,in,Fragaria virginiana,,
06/09/21,Waterfall,5,D,in,in,Delphinium nuttaliana,9,
06/09/21,Waterfall,5,C,in,in,Delphinium nuttaliana,17,
06/09/21,Waterfall,5,B,in,in,Delphinium nuttaliana,16,
06/09/21,Waterfall,5,B,in,in,Taraxacum officinale,1,
06/09/21,Waterfall,5,A,in,in,Delphinium nuttaliana,8,
06/09/21,Waterfall,5,NA,out,in,Boechera stricta,,
06/09/21,Waterfall,3,A,in,in,none,,good nest habitat
06/09/21,Waterfall,3,B,in,in,Taraxacum officinale,1,good nest habitat
